Customer Name,Cloud Account Number,Product Name,Usage Type,Price Book,Seller Cost (USD),Customer Cost (USD),Margin (USD),Usage Quantity
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Queue Service","APS1-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Queue Service","APN1-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Queue Service","USW1-Requests-Tier1","AWS Price Book",0,0,0,2
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Queue Service","EUN1-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Queue Service","APS2-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Notification Service","EUC1-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Notification Service","APS3-Requests-Tier1","AWS Price Book",0,0,0,3
"Sourcing SPA (Andres Yelpi)","018185109271","AWS Secrets Manager","SAE1-AWSSecretsManagerAPIRequest","AWS Price Book",0.000014550000000000001,0.000015000000000000002,0.0000004500000000000008,3
"Sourcing SPA (Andres Yelpi)","303559958125","AmazonCloudWatch","USE1-DataProcessing-Bytes","AWS Price Book",0,0,0,0.000003364
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Simple Notification Service","DataTransfer-In-Bytes","AWS Price Book",0,0,0,0.000006116
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APN2-AWS-Out-Bytes","AWS Price Book",0.00000005087844,0.000000052452000000000005,0.0000000015735600000000034,0.0000026226
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-APN2-AWS-Out-Bytes","AWS Price Book",0.00000008612824,0.000000088792,0.000000002663760000000006,0.0000044396
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APN2-AWS-Out-Bytes","AWS Price Book",0.00000000635932,0.000000006556,0.00000000019667999999999978,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-APN2-AWS-Out-Bytes","AWS Price Book",0.0000000535149,0.000000055170000000000004,0.0000000016551000000000027,0.0000027585
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-APN2-AWS-Out-Bytes","AWS Price Book",0.00000000317966,0.000000003278,0.00000000009833999999999989,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-EUN1-AWS-Out-Bytes","AWS Price Book",0.00000247664086,0.000002553238,0.00000007659714000000004,0.0001276619
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-EUN1-AWS-Out-Bytes","AWS Price Book",0.000000020020800000000003,0.00000002064,0.000000000619199999999998,0.000001032
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-PHX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000003427
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-PHX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-LAS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-LAS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-LAS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000005513
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-LAS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-PER1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000857
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-EU-AWS-Out-Bytes","AWS Price Book",0.000000022191660000000002,0.000000022878,0.0000000006863399999999995,0.0000011439
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APS4-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","536079618115","Amazon Elastic Compute Cloud","USE1-USW2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0011437974
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-SAE1-AWS-Out-Bytes","AWS Price Book",0.00000000635932,0.000000006556,0.00000000019667999999999978,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-SAE1-AWS-Out-Bytes","AWS Price Book",0.00000001271864,0.000000013112,0.00000000039335999999999956,0.0000006556
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-SAE1-AWS-Out-Bytes","AWS Price Book",0.00000000317966,0.000000003278,0.00000000009833999999999989,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-AFS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-AFS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-AFS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000857
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-AFS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000003427
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Relational Database Service","USE1-USW1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000373
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE2-APS2-AWS-Out-Bytes","AWS Price Book",0.00000045025266,0.00000046417799999999996,0.00000001392533999999995,0.0000232089
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-Out-Bytes","AWS Price Book",0.000000012804,0.0000000132,0.0000000003960000000000007,0.0000006556
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-Out-Bytes","AWS Price Book",0.000000003201,0.0000000033,0.00000000009900000000000018,0.0000001639
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-Out-Bytes","AWS Price Book",0.00000005092500000000001,0.00000005250000000000001,0.0000000015749999999999992,0.0000026226
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-SAE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-LAX1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-EU-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000857
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-EUW2-AWS-Out-Bytes","AWS Price Book",0.0000032435636,0.0000033438799999999997,0.0000001003163999999999,0.000167194
"Sourcing SPA (Andres Yelpi)","536079618115","Amazon Elastic Compute Cloud","USE1-EUW2-AWS-Out-Bytes","AWS Price Book",0.0000000023144200000000004,0.0000000023860000000000002,0.00000000007157999999999987,0.0000001193
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Elastic Compute Cloud","USE1-EUW2-AWS-Out-Bytes","AWS Price Book",0.0000004398756,0.00000045348,0.000000013604399999999989,0.000022674
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-APN1-AWS-Out-Bytes","AWS Price Book",0.00000000317966,0.000000003278,0.00000000009833999999999989,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-APN1-AWS-Out-Bytes","AWS Price Book",0.00000002390856,0.000000024648000000000003,0.0000000007394400000000022,0.0000012324
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-APN1-AWS-Out-Bytes","AWS Price Book",0.00000001271864,0.000000013112,0.00000000039335999999999956,0.0000006556
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APN1-AWS-Out-Bytes","AWS Price Book",0.00000000635932,0.000000006556,0.00000000019667999999999978,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-APS4-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-APS4-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APS4-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000003576
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-APN3-AWS-Out-Bytes","AWS Price Book",0.00000000635932,0.000000006556,0.00000000019667999999999978,0.0000003278
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APN3-AWS-Out-Bytes","AWS Price Book",0.00000005087844,0.000000052452000000000005,0.0000000015735600000000034,0.0000026226
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-APN3-AWS-Out-Bytes","AWS Price Book",0.00000000317966,0.000000003278,0.00000000009833999999999989,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-APN3-AWS-Out-Bytes","AWS Price Book",0.000000016587,0.0000000171,0.0000000005129999999999994,0.000000855
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-APN3-AWS-Out-Bytes","AWS Price Book",0.0000000028906,0.00000000298,0.00000000008940000000000013,0.000000149
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APN3-AWS-Out-Bytes","AWS Price Book",0.00000000635932,0.000000006556,0.00000000019667999999999978,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-AFS1-AWS-Out-Bytes","AWS Price Book",0.000000012804,0.0000000132,0.0000000003960000000000007,0.0000006556
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-AFS1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-AFS1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-APS1-AWS-Out-Bytes","AWS Price Book",0.0000016582693200000004,0.0000017095559999999997,0.00000005128667999999937,0.0000854778
"Sourcing SPA (Andres Yelpi)","767398103037","Elastic Load Balancing","USE1-APS1-AWS-Out-Bytes","AWS Price Book",0.00000365978478,0.000003772974,0.0000001131892199999999,0.0001886487
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-APS1-AWS-Out-Bytes","AWS Price Book",0.00000002260682,0.000000023306000000000004,0.000000000699180000000003,0.0000011653
"Sourcing SPA (Andres Yelpi)","435812277030","Elastic Load Balancing","USE1-APS1-AWS-Out-Bytes","AWS Price Book",0.00000127512514,0.000001314562,0.000000039436860000000085,0.0000657281
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-EUS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-EUS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000005513
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-EUS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-APE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000857
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-PDX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-PDX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-EUC1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000463054
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-MCT1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-MCT1-AWS-Out-Bytes","AWS Price Book",0.000000047627,0.0000000491,0.0000000014730000000000027,0.000002455
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-CCU1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-DEN1-AWS-Out-Bytes","AWS Price Book",0.00000005092500000000001,0.00000005250000000000001,0.0000000015749999999999992,0.0000026226
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-DEN1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-DEN1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-DEL1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-BKK1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-BKK1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013746
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-BKK1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000003427
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-USW1-AWS-Out-Bytes","AWS Price Book",0.00000032084496,0.000000330768,0.000000009923039999999989,0.0000165384
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-USW1-AWS-Out-Bytes","AWS Price Book",0.00000169355404,0.0000017459320000000001,0.00000005237796000000022,0.0000872966
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-USW1-AWS-Out-Bytes","AWS Price Book",0.000000046777280000000006,0.000000048224,0.0000000014467199999999964,0.0000024112
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-PER1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-PER1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-HAM1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Virtual Private Cloud","DataTransfer-Out-Bytes","AWS Price Book",0.000004198754610424072,0.000004328613000437186,0.00000012985839001311404,0.0000480957
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Simple Notification Service","DataTransfer-Out-Bytes","AWS Price Book",0.0000008902068298398902,0.0000009177389998349383,0.000000027532169995048106,0.0000101971
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-APS3-AWS-Out-Bytes","AWS Price Book",0.00000008856876000000001,0.000000091308,0.0000000027392399999999927,0.0000045654
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APS3-AWS-Out-Bytes","AWS Price Book",0.00000005246924,0.000000054092000000000006,0.0000000016227600000000036,0.0000027046
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APS3-AWS-Out-Bytes","AWS Price Book",0.00000000780656,0.000000008048,0.00000000024143999999999994,0.0000004024
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-APN3-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000001937
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APN3-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-APS2-AWS-Out-Bytes","AWS Price Book",0.00000001895768,0.000000019544,0.0000000005863199999999989,0.0000009772
"Sourcing SPA (Andres Yelpi)","303559958125","Amazon Elastic Compute Cloud","USE1-APS3-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000015396
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-MEC1-AWS-Out-Bytes","AWS Price Book",0.000000012804,0.0000000132,0.0000000003960000000000007,0.0000006556
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-EUC1-AWS-Out-Bytes","AWS Price Book",0.00000001579354,0.000000016282,0.0000000004884599999999985,0.0000008141
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-EUC1-AWS-Out-Bytes","AWS Price Book",0.0000013691433600000001,0.000001411488,0.00000004234463999999994,0.0000705744
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-EUC1-AWS-Out-Bytes","AWS Price Book",0.0000035082048200000003,0.0000036167059999999998,0.00000010850117999999951,0.0001808353
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-BKK1-AWS-Out-Bytes","AWS Price Book",0.00000005092500000000001,0.00000005250000000000001,0.0000000015749999999999992,0.0000026226
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-BKK1-AWS-Out-Bytes","AWS Price Book",0.000000003201,0.0000000033,0.00000000009900000000000018,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-BKK1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-CAN1-AWS-Out-Bytes","AWS Price Book",0.0000000144918,0.00000001494,0.00000000044819999999999934,0.000000747
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-MES1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-DEL1-AWS-Out-Bytes","AWS Price Book",0.00000005092500000000001,0.00000005250000000000001,0.0000000015749999999999992,0.0000026226
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-TPE1-AWS-Out-Bytes","AWS Price Book",0.000000012804,0.0000000132,0.0000000003960000000000007,0.0000006556
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-TPE1-AWS-Out-Bytes","AWS Price Book",0.000000003201,0.0000000033,0.00000000009900000000000018,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-TPE1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-LAX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-LAX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000857
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-LAX1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-DEN1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000000857
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-DEN1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-PHX1-AWS-Out-Bytes","AWS Price Book",0,0,0,0.0000006556
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-PHX1-AWS-Out-Bytes","AWS Price Book",0,0,0,0.0000026226
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-MNL1-AWS-Out-Bytes","AWS Price Book",0.000000012804,0.0000000132,0.0000000003960000000000007,0.0000006556
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Relational Database Service","USE1-APS2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000011106
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APS2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000538193
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-EUS1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-EUS1-AWS-Out-Bytes","AWS Price Book",0.00000005092500000000001,0.00000005250000000000001,0.0000000015749999999999992,0.0000026226
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-EUW2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000795042
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000102261
"Sourcing SPA (Andres Yelpi)","435812277030","Elastic Load Balancing","USE1-APS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000310996
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-APS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000409451
"Sourcing SPA (Andres Yelpi)","767398103037","Elastic Load Balancing","USE1-APS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000910631
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APS1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000437667
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-APN1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000001937
"Sourcing SPA (Andres Yelpi)","536079618115","Amazon Elastic Compute Cloud","USE1-APN1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000656434
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-TPE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-TPE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-TPE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-TPE1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000014678
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-APN2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000011977
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APN2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-APN2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000001714
"Sourcing SPA (Andres Yelpi)","303559958125","Elastic Load Balancing","USE1-APN2-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000011669
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-SEA1-AWS-Out-Bytes","AWS Price Book",0,0,0,0.0000003278
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-SEA1-AWS-Out-Bytes","AWS Price Book",0,0,0,0.0000006556
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-SEA1-AWS-Out-Bytes","AWS Price Book",0,0,0,0.0000003278
"Sourcing SPA (Andres Yelpi)","622323056157","Amazon Elastic Compute Cloud","USE1-SEA1-AWS-Out-Bytes","AWS Price Book",0,0,0,0.0000026226
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-APE1-AWS-Out-Bytes","AWS Price Book",0.000000003201,0.0000000033,0.00000000009900000000000018,0.0000001639
"Sourcing SPA (Andres Yelpi)","018185109271","Elastic Load Balancing","USE1-APE1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-APE1-AWS-Out-Bytes","AWS Price Book",0.000000006402,0.0000000066,0.00000000019800000000000035,0.0000003278
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-MCT1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
"Sourcing SPA (Andres Yelpi)","435812277030","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000005476
"Sourcing SPA (Andres Yelpi)","767398103037","Amazon Elastic Compute Cloud","USE1-AKL1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000013708
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Simple Storage Service","USE1-USE2-AWS-Out-Bytes","AWS Price Book",0.00000000875522,0.000000009026000000000001,0.0000000002707800000000006,0.0000009026
"Sourcing SPA (Andres Yelpi)","018185109271","Amazon Elastic Compute Cloud","USE1-WAW1-AWS-In-Bytes","AWS Price Book",0,0,0,0.0000006854
